crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Banana,2010,Kharif     ,Puducherry,266.0,6368,44185.26,63.84,18.06666667,28.07,1434.44,77.22,88,55,40,7.0
Coconut ,2010,Whole Year ,Puducherry,2131.0,24464000,353980.41,511.44,11567.6575,28.07,1434.44,77.22,88,55,40,7.0
Onion,2010,Rabi       ,Puducherry,1.0,7,166.11,0.24,7.0,28.07,1434.44,77.22,88,55,40,7.0
Sugarcane,2010,Kharif     ,Puducherry,1765.0,277683,293184.15,423.6,115.19,28.07,1434.44,77.22,88,55,40,7.0
Sweet potato,2010,Kharif     ,Puducherry,1.0,8,166.11,0.24,8.0,28.07,1434.44,77.22,88,55,40,7.0
Tapioca,2010,Kharif     ,Puducherry,256.0,4783,42524.16,61.44,15.8,28.07,1434.44,77.22,88,55,40,7.0
Tapioca,2010,Rabi       ,Puducherry,3.0,57,498.33,0.72,19.0,28.07,1434.44,77.22,88,55,40,7.0
Banana,2010,Whole Year ,Assam,47628.0,653502,7911487.08,11430.72,13.76444444,22.89,2262.61,78.56,60,18,38,5.8
Coconut ,2010,Whole Year ,Assam,19426.0,158565000,3226852.86,4662.24,7185.195556,22.89,2262.61,78.56,60,18,38,5.8
Ginger,2010,Whole Year ,Assam,16386.0,112548,2721878.46,3932.64,6.940740741,22.89,2262.61,78.56,60,18,38,5.8
Jute,2010,Kharif     ,Assam,62267.0,625575,10343171.37,14944.08,10.21074074,22.89,2262.61,78.56,60,18,38,5.8
Potato,2010,Whole Year ,Assam,85023.0,657627,14123170.53,20405.52,7.705185185,22.89,2262.61,78.56,60,18,38,5.8
Sugarcane,2010,Whole Year ,Assam,29736.0,1076332,4939446.96,7136.64,36.27592593,22.89,2262.61,78.56,60,18,38,5.8
Banana,2010,Whole Year ,Andhra Pradesh,58876.0,1920403,9779892.36,14130.24,31.56263158,27.91,1557.24,73.66,78,45,22,6.8
Coconut ,2010,Whole Year ,Andhra Pradesh,103945.0,1220268000,17266303.95,24946.8,11116.99833,27.91,1557.24,73.66,78,45,22,6.8
Ginger,2010,Whole Year ,Andhra Pradesh,2472.0,23054,410623.92,593.28,8.911111111,27.91,1557.24,73.66,78,45,22,6.8
Maize,2010,Rabi       ,Andhra Pradesh,303916.0,2313946,50483486.76,72939.84,7.073636364,27.91,1557.24,73.66,78,45,22,6.8
Mesta,2010,Kharif     ,Andhra Pradesh,25244.0,225961,4193280.84,6058.56,8.89,27.91,1557.24,73.66,78,45,22,6.8
Onion,2010,Kharif     ,Andhra Pradesh,25612.0,499564,4254409.32,6146.88,17.78625,27.91,1557.24,73.66,78,45,22,6.8
Onion,2010,Rabi       ,Andhra Pradesh,17787.0,360959,2954598.57,4268.88,18.2145,27.91,1557.24,73.66,78,45,22,6.8
Potato,2010,Whole Year ,Andhra Pradesh,5953.0,66316,988852.83,1428.72,10.99875,27.91,1557.24,73.66,78,45,22,6.8
Sugarcane,2010,Whole Year ,Andhra Pradesh,191729.0,14942455,31848104.19,46014.96,81.58380952,27.91,1557.24,73.66,78,45,22,6.8
Sweet potato,2010,Whole Year ,Andhra Pradesh,850.0,10887,141193.5,204.0,12.70642857,27.91,1557.24,73.66,78,45,22,6.8
Tapioca,2010,Whole Year ,Andhra Pradesh,12859.0,84686,2136008.49,3086.16,6.1075,27.91,1557.24,73.66,78,45,22,6.8
Arecanut,2010,Whole Year ,Karnataka,211265.0,2284410,35093229.15,50703.6,10.94818182,23.76,969.11,71.33,72,42,25,6.9
Banana,2010,Whole Year ,Karnataka,65767.0,1536239,10924556.37,15784.08,23.71172414,23.76,969.11,71.33,72,42,25,6.9
Coconut ,2010,Whole Year ,Karnataka,440741.0,4213360000,73211487.51,105777.84,9678.503667,23.76,969.11,71.33,72,42,25,6.9
Onion,2010,Kharif     ,Karnataka,143154.0,893739,23779310.94,34356.96,6.8968,23.76,969.11,71.33,72,42,25,6.9
Onion,2010,Rabi       ,Karnataka,14430.0,98814,2396967.3,3463.2,7.219047619,23.76,969.11,71.33,72,42,25,6.9
Onion,2010,Summer     ,Karnataka,4680.0,49792,777394.8,1123.2,10.59809524,23.76,969.11,71.33,72,42,25,6.9
Peas & beans (Pulses),2010,Kharif     ,Karnataka,4019.0,35992,667596.09,964.56,8.276842105,23.76,969.11,71.33,72,42,25,6.9
Peas & beans (Pulses),2010,Rabi       ,Karnataka,2140.0,15096,355475.4,513.6,7.131764706,23.76,969.11,71.33,72,42,25,6.9
Peas & beans (Pulses),2010,Summer     ,Karnataka,1470.0,12493,244181.7,352.8,8.156875,23.76,969.11,71.33,72,42,25,6.9
Potato,2010,Kharif     ,Karnataka,32843.0,249472,5455550.73,7882.32,8.056875,23.76,969.11,71.33,72,42,25,6.9
Potato,2010,Rabi       ,Karnataka,5944.0,69194,987357.84,1426.56,12.75454545,23.76,969.11,71.33,72,42,25,6.9
Potato,2010,Summer     ,Karnataka,1437.0,22093,238700.07,344.88,15.26142857,23.76,969.11,71.33,72,42,25,6.9
Sugarcane,2010,Whole Year ,Karnataka,436798.0,42276713,72556515.78,104831.52,97.33137931,23.76,969.11,71.33,72,42,25,6.9
Sweet potato,2010,Whole Year ,Karnataka,2060.0,16977,342186.6,494.4,8.400666667,23.76,969.11,71.33,72,42,25,6.9
Tapioca,2010,Whole Year ,Karnataka,879.0,9712,146010.69,210.96,11.11777778,23.76,969.11,71.33,72,42,25,6.9
Banana,2010,Whole Year ,Kerala,58671.14,483667,9745863.065,14081.0736,8.239285714,26.9,1937.17,80.85,65,28,50,5.7
Coconut ,2010,Whole Year ,Kerala,770473.13,5286561000,127983291.6,184913.5512,6501.544286,26.9,1937.17,80.85,65,28,50,5.7
Sugarcane,2010,Whole Year ,Kerala,2844.91,271845,472568.0001,682.7784,41.51714286,26.9,1937.17,80.85,65,28,50,5.7
Tapioca,2010,Whole Year ,Kerala,72284.1,2408962,12007111.85,17348.184,34.24,26.9,1937.17,80.85,65,28,50,5.7
Banana,2010,Kharif     ,Meghalaya,6795.0,79954,1128717.45,1630.8,10.29285714,18.07,3082.63,83.27,52,16,33,5.6
Ginger,2010,Kharif     ,Meghalaya,9438.0,56622,1567746.18,2265.12,7.162857143,18.07,3082.63,83.27,52,16,33,5.6
Jute,2010,Kharif     ,Meghalaya,3881.0,34354,644672.91,931.44,6.72,18.07,3082.63,83.27,52,16,33,5.6
Potato,2010,Whole Year ,Meghalaya,17685.0,164647,2937655.35,4244.4,7.374285714,18.07,3082.63,83.27,52,16,33,5.6
Tapioca,2010,Kharif     ,Meghalaya,4180.0,21793,694339.8,1003.2,6.087142857,18.07,3082.63,83.27,52,16,33,5.6
Turmeric,2010,Whole Year ,Meghalaya,1928.0,10058,320260.08,462.72,5.167142857,18.07,3082.63,83.27,52,16,33,5.6
Banana,2011,Kharif     ,Puducherry,266.0,3263,44560.32,87.78,10.90333333,27.95,1264.88,75.01,88,55,40,7.0
Coconut ,2011,Whole Year ,Puducherry,2095.0,17313000,350954.4,691.35,9838.6475,27.95,1264.88,75.01,88,55,40,7.0
Onion,2011,Rabi       ,Puducherry,1.0,7,167.52,0.33,7.0,27.95,1264.88,75.01,88,55,40,7.0
Sugarcane,2011,Kharif     ,Puducherry,1949.0,287785,326496.48,643.17,147.66,27.95,1264.88,75.01,88,55,40,7.0
Tapioca,2011,Kharif     ,Puducherry,245.0,6064,41042.4,80.85,18.725,27.95,1264.88,75.01,88,55,40,7.0
Tapioca,2011,Rabi       ,Puducherry,1.0,24,167.52,0.33,24.0,27.95,1264.88,75.01,88,55,40,7.0
Banana,2011,Whole Year ,Assam,47563.0,729102,7967753.76,15695.79,14.98222222,22.6,1698.68,77.12,60,18,38,5.8
Coconut ,2011,Whole Year ,Assam,20710.0,175613000,3469339.2,6834.3,7299.402593,22.6,1698.68,77.12,60,18,38,5.8
Ginger,2011,Whole Year ,Assam,16338.0,121369,2736941.76,5391.54,7.513333333,22.6,1698.68,77.12,60,18,38,5.8
Jute,2011,Kharif     ,Assam,65560.0,608023,10982611.2,21634.8,9.125555556,22.6,1698.68,77.12,60,18,38,5.8
Mesta,2011,Kharif     ,Assam,4877.0,27718,816995.04,1609.41,5.8716,22.6,1698.68,77.12,60,18,38,5.8
Potato,2011,Whole Year ,Assam,97816.0,682597,16386136.32,32279.28,7.035925926,22.6,1698.68,77.12,60,18,38,5.8
Sugarcane,2011,Whole Year ,Assam,28404.0,1052514,4758238.08,9373.32,37.69074074,22.6,1698.68,77.12,60,18,38,5.8
Tapioca,2011,Whole Year ,Assam,3875.0,28281,649140.0,1278.75,8.222307692,22.6,1698.68,77.12,60,18,38,5.8
Banana,2011,Whole Year ,Andhra Pradesh,62103.0,2308295,10403494.56,20493.99,35.52157895,27.96,730.18,68.3,78,45,22,6.8
Coconut ,2011,Whole Year ,Andhra Pradesh,103967.0,1430853709,17416551.84,34309.11,12604.71833,27.96,730.18,68.3,78,45,22,6.8
Ginger,2011,Whole Year ,Andhra Pradesh,2369.0,21883,396854.88,781.77,8.742222222,27.96,730.18,68.3,78,45,22,6.8
Maize,2011,Rabi       ,Andhra Pradesh,332805.0,2163376,55751493.6,109825.65,6.432272727,27.96,730.18,68.3,78,45,22,6.8
Mesta,2011,Kharif     ,Andhra Pradesh,25760.0,199619,4315315.2,8500.8,5.77625,27.96,730.18,68.3,78,45,22,6.8
Onion,2011,Kharif     ,Andhra Pradesh,39613.0,554878,6635969.76,13072.29,13.41823529,27.96,730.18,68.3,78,45,22,6.8
Onion,2011,Rabi       ,Andhra Pradesh,17378.0,444871,2911162.56,5734.74,24.52894737,27.96,730.18,68.3,78,45,22,6.8
Potato,2011,Whole Year ,Andhra Pradesh,6057.0,60802,1014668.64,1998.81,10.52428571,27.96,730.18,68.3,78,45,22,6.8
Sugarcane,2011,Whole Year ,Andhra Pradesh,204038.0,16688857,34180445.76,67332.54,86.0155,27.96,730.18,68.3,78,45,22,6.8
Sweet potato,2011,Whole Year ,Andhra Pradesh,980.0,12599,164169.6,323.4,12.91733333,27.96,730.18,68.3,78,45,22,6.8
Tapioca,2011,Whole Year ,Andhra Pradesh,12793.0,127953,2143083.36,4221.69,9.755,27.96,730.18,68.3,78,45,22,6.8
other oilseeds,2011,Kharif     ,Andhra Pradesh,49216.0,1050821,8244664.32,16241.28,18.69818182,27.96,730.18,68.3,78,45,22,6.8
other oilseeds,2011,Rabi       ,Andhra Pradesh,6967.0,4422,1167111.84,2299.11,5.8575,27.96,730.18,68.3,78,45,22,6.8
Arecanut,2011,Whole Year ,Karnataka,216168.0,1750573,36212463.36,71335.44,8.221904762,23.49,641.34,67.15,72,42,25,6.9
Banana,2011,Whole Year ,Karnataka,69256.0,1730522,11601765.12,22854.48,25.06172414,23.49,641.34,67.15,72,42,25,6.9
Coconut ,2011,Whole Year ,Karnataka,443753.0,4411600000,74337502.56,146438.49,9984.488333,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Kharif     ,Karnataka,136540.0,674001,22873180.8,45058.2,5.5184,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Rabi       ,Karnataka,13695.0,108989,2294186.4,4519.35,8.495454545,23.49,641.34,67.15,72,42,25,6.9
Onion,2011,Summer     ,Karnataka,3572.0,21998,598381.44,1178.76,6.214285714,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Kharif     ,Karnataka,3589.0,31982,601229.28,1184.37,8.606666667,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Rabi       ,Karnataka,1321.0,9710,221293.92,435.93,7.387647059,23.49,641.34,67.15,72,42,25,6.9
Peas & beans (Pulses),2011,Summer     ,Karnataka,1345.0,12183,225314.4,443.85,8.729333333,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Kharif     ,Karnataka,30868.0,255098,5171007.36,10186.44,8.90875,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Rabi       ,Karnataka,6763.0,82152,1132937.76,2231.79,12.50666667,23.49,641.34,67.15,72,42,25,6.9
Potato,2011,Summer     ,Karnataka,737.0,10633,123462.24,243.21,14.4325,23.49,641.34,67.15,72,42,25,6.9
Sugarcane,2011,Whole Year ,Karnataka,431405.0,39470478,72268965.6,142363.65,89.37346154,23.49,641.34,67.15,72,42,25,6.9
Sweet potato,2011,Whole Year ,Karnataka,1836.0,26754,307566.72,605.88,14.10642857,23.49,641.34,67.15,72,42,25,6.9
Tapioca,2011,Whole Year ,Karnataka,860.0,9077,144067.2,283.8,10.35222222,23.49,641.34,67.15,72,42,25,6.9
Banana,2011,Whole Year ,Kerala,59069.4,514054,9895305.888,19492.902,8.229285714,26.75,1472.9,79.58,65,28,50,5.7
Coconut ,2011,Whole Year ,Kerala,820866.94,5940564000,137511629.8,270886.0902,6884.550714,26.75,1472.9,79.58,65,28,50,5.7
Potato,2011,Whole Year ,Kerala,386.0,4827,64662.72,127.38,11.5,26.75,1472.9,79.58,65,28,50,5.7
Sugarcane,2011,Whole Year ,Kerala,2604.41,263034,436290.7632,859.4553,38.00357143,26.75,1472.9,79.58,65,28,50,5.7
Tapioca,2011,Whole Year ,Kerala,74497.84,2547399,12479878.16,24584.2872,34.15642857,26.75,1472.9,79.58,65,28,50,5.7
Banana,2011,Kharif     ,Meghalaya,6919.0,82125,1159070.88,2283.27,10.37,17.61,2237.85,81.89,52,16,33,5.6
Ginger,2011,Kharif     ,Meghalaya,9461.0,58132,1584906.72,3122.13,7.397142857,17.61,2237.85,81.89,52,16,33,5.6
Jute,2011,Kharif     ,Meghalaya,3889.0,34563,651485.28,1283.37,6.87,17.61,2237.85,81.89,52,16,33,5.6
Potato,2011,Whole Year ,Meghalaya,17717.0,165670,2967951.84,5846.61,7.448571429,17.61,2237.85,81.89,52,16,33,5.6
Tapioca,2011,Kharif     ,Meghalaya,4203.0,22046,704086.56,1386.99,6.122857143,17.61,2237.85,81.89,52,16,33,5.6
Turmeric,2011,Whole Year ,Meghalaya,2000.0,10512,335040.0,660.0,5.21,17.61,2237.85,81.89,52,16,33,5.6
Banana,2011,Whole Year ,Tamil Nadu,103107.0,4505435,17272484.64,34025.31,43.34580645,27.72,1371.22,72.46,80,38,30,6.6
Coconut ,2011,Whole Year ,Tamil Nadu,419400.0,6200900000,70257888.0,138402.0,13248.16226,27.72,1371.22,72.46,80,38,30,6.6
Ginger,2011,Whole Year ,Tamil Nadu,635.0,7011,106375.2,209.55,11.01444444,27.72,1371.22,72.46,80,38,30,6.6
Maize,2011,Kharif     ,Tamil Nadu,176287.0,1001667,29531598.24,58174.71,5.832307692,27.72,1371.22,72.46,80,38,30,6.6
Maize,2011,Rabi       ,Tamil Nadu,104342.0,693800,17479371.84,34432.86,6.611481481,27.72,1371.22,72.46,80,38,30,6.6
Onion,2011,Whole Year ,Tamil Nadu,34913.0,376947,5848625.76,11521.29,11.16703704,27.72,1371.22,72.46,80,38,30,6.6
Potato,2011,Whole Year ,Tamil Nadu,4673.0,92207,782820.96,1542.09,19.59125,27.72,1371.22,72.46,80,38,30,6.6
Sugarcane,2011,Whole Year ,Tamil Nadu,346350.0,38974842,58020552.0,114295.5,113.736,27.72,1371.22,72.46,80,38,30,6.6
Sweet potato,2011,Whole Year ,Tamil Nadu,390.0,7991,65332.8,128.7,20.57238095,27.72,1371.22,72.46,80,38,30,6.6
Tapioca,2011,Whole Year ,Tamil Nadu,105350.0,3967751,17648232.0,34765.5,37.77344828,27.72,1371.22,72.46,80,38,30,6.6
Turmeric,2011,Whole Year ,Tamil Nadu,67246.0,368413,11265049.92,22191.18,5.563793103,27.72,1371.22,72.46,80,38,30,6.6
Coconut ,2012,Whole Year ,Andhra Pradesh,99825.0,1670659000,15053610.0,30945.75,14794.63,27.87,1192.65,70.2,78,45,22,6.8
Ginger,2012,Kharif     ,Andhra Pradesh,702.0,2587,105861.6,217.62,6.5525,27.87,1192.65,70.2,78,45,22,6.8
Ginger,2012,Rabi       ,Andhra Pradesh,1.0,8,150.8,0.31,8.0,27.87,1192.65,70.2,78,45,22,6.8
Maize,2012,Rabi       ,Andhra Pradesh,407000.0,2513000,61375600.0,126170.0,6.119545455,27.87,1192.65,70.2,78,45,22,6.8
Mesta,2012,Kharif     ,Andhra Pradesh,15000.0,126000,2262000.0,4650.0,7.125,27.87,1192.65,70.2,78,45,22,6.8
Onion,2012,Kharif     ,Andhra Pradesh,25000.0,450000,3770000.0,7750.0,15.35285714,27.87,1192.65,70.2,78,45,22,6.8
Onion,2012,Rabi       ,Andhra Pradesh,14000.0,386000,2111200.0,4340.0,25.34375,27.87,1192.65,70.2,78,45,22,6.8
Potato,2012,Kharif     ,Andhra Pradesh,267.0,4093,40263.6,82.77,16.335,27.87,1192.65,70.2,78,45,22,6.8
Potato,2012,Rabi       ,Andhra Pradesh,934.0,14306,140847.2,289.54,17.176,27.87,1192.65,70.2,78,45,22,6.8
Sugarcane,2012,Whole Year ,Andhra Pradesh,196000.0,15448000,29556800.0,60760.0,81.79941176,27.87,1192.65,70.2,78,45,22,6.8
Sweet potato,2012,Kharif     ,Andhra Pradesh,131.0,1341,19754.8,40.61,10.002,27.87,1192.65,70.2,78,45,22,6.8
Sweet potato,2012,Rabi       ,Andhra Pradesh,650.0,6257,98020.0,201.5,9.615454545,27.87,1192.65,70.2,78,45,22,6.8
Tapioca,2012,Kharif     ,Andhra Pradesh,11619.0,213952,1752145.2,3601.89,18.414,27.87,1192.65,70.2,78,45,22,6.8
Tobacco,2012,Kharif     ,Andhra Pradesh,18006.0,151392,2715304.8,5581.86,8.578461538,27.87,1192.65,70.2,78,45,22,6.8
Tobacco,2012,Rabi       ,Andhra Pradesh,56.0,286,8444.8,17.36,5.255,27.87,1192.65,70.2,78,45,22,6.8
Banana,2012,Whole Year ,Assam,47063.0,763234,7097100.4,14589.53,15.99074074,22.78,2102.52,76.25,60,18,38,5.8
Coconut ,2012,Whole Year ,Assam,20233.0,136640000,3051136.4,6272.23,6245.638519,22.78,2102.52,76.25,60,18,38,5.8
Ginger,2012,Whole Year ,Assam,16718.0,132305,2521074.4,5182.58,7.902962963,22.78,2102.52,76.25,60,18,38,5.8
Jute,2012,Kharif     ,Assam,65092.0,557990,9815873.6,20178.52,8.367777778,22.78,2102.52,76.25,60,18,38,5.8
Mesta,2012,Kharif     ,Assam,4479.0,25096,675433.2,1388.49,5.216923077,22.78,2102.52,76.25,60,18,38,5.8
Potato,2012,Whole Year ,Assam,95436.0,708632,14391748.8,29585.16,7.105555556,22.78,2102.52,76.25,60,18,38,5.8
Sugarcane,2012,Whole Year ,Assam,28871.0,1028161,4353746.8,8950.01,35.72222222,22.78,2102.52,76.25,60,18,38,5.8
Tapioca,2012,Whole Year ,Assam,3866.0,31306,582992.8,1198.46,8.665555556,22.78,2102.52,76.25,60,18,38,5.8
Arecanut,2012,Whole Year ,Karnataka,221337.0,1776427,33377619.6,68614.47,8.184,24.37,488.69,62.56,72,42,25,6.9
Coconut ,2012,Whole Year ,Karnataka,441048.0,4342441000,66510038.4,136724.88,9923.938333,24.37,488.69,62.56,72,42,25,6.9
Ginger,2012,Whole Year ,Karnataka,16513.0,526093,2490160.4,5119.03,31.67157895,24.37,488.69,62.56,72,42,25,6.9
Onion,2012,Kharif     ,Karnataka,67739.0,359625,10215041.2,20999.09,5.5388,24.37,488.69,62.56,72,42,25,6.9
Onion,2012,Rabi       ,Karnataka,12087.0,79118,1822719.6,3746.97,7.056666667,24.37,488.69,62.56,72,42,25,6.9
Onion,2012,Summer     ,Karnataka,3543.0,20096,534284.4,1098.33,5.650952381,24.37,488.69,62.56,72,42,25,6.9
Potato,2012,Kharif     ,Karnataka,27314.0,174423,4118951.2,8467.34,7.302,24.37,488.69,62.56,72,42,25,6.9
Potato,2012,Rabi       ,Karnataka,6843.0,116214,1031924.4,2121.33,16.72363636,24.37,488.69,62.56,72,42,25,6.9
Potato,2012,Summer     ,Karnataka,729.0,15896,109933.2,225.99,21.82333333,24.37,488.69,62.56,72,42,25,6.9
Sugarcane,2012,Whole Year ,Karnataka,425393.0,35510714,64149264.4,131871.83,83.30689655,24.37,488.69,62.56,72,42,25,6.9
Sweet potato,2012,Whole Year ,Karnataka,3450.0,53516,520260.0,1069.5,14.994375,24.37,488.69,62.56,72,42,25,6.9
Tapioca,2012,Whole Year ,Karnataka,892.0,9424,134513.6,276.52,10.38090909,24.37,488.69,62.56,72,42,25,6.9
Banana,2012,Whole Year ,Kerala,61011.0,515607,9200458.8,18913.41,8.320714286,27.14,1152.35,77.86,65,28,50,5.7
Coconut ,2012,Whole Year ,Kerala,798162.0,5799000000,120362829.6,247430.22,6706.261429,27.14,1152.35,77.86,65,28,50,5.7
Garlic,2012,Whole Year ,Kerala,72.0,658,10857.6,22.32,9.14,27.14,1152.35,77.86,65,28,50,5.7
Potato,2012,Whole Year ,Kerala,975.0,19050,147030.0,302.25,18.905,27.14,1152.35,77.86,65,28,50,5.7
Sugarcane,2012,Whole Year ,Kerala,1742.0,165720,262693.6,540.02,48.69090909,27.14,1152.35,77.86,65,28,50,5.7
Sweet potato,2012,Whole Year ,Kerala,282.0,4780,42525.6,87.42,13.72230769,27.14,1152.35,77.86,65,28,50,5.7
Tapioca,2012,Whole Year ,Kerala,69586.0,2458515,10493568.8,21571.66,35.29428571,27.14,1152.35,77.86,65,28,50,5.7
Banana,2012,Kharif     ,Meghalaya,6992.0,84613,1054393.6,2167.52,10.55571429,17.79,2851.85,80.28,52,16,33,5.6
Ginger,2012,Kharif     ,Meghalaya,9587.0,60149,1445719.6,2971.97,7.545714286,17.79,2851.85,80.28,52,16,33,5.6
Jute,2012,Kharif     ,Meghalaya,6380.0,63800,962104.0,1977.8,8.833333333,17.79,2851.85,80.28,52,16,33,5.6
Mesta,2012,Kharif     ,Meghalaya,4435.0,25871,668798.0,1374.85,6.01,17.79,2851.85,80.28,52,16,33,5.6
Potato,2012,Whole Year ,Meghalaya,18139.0,172955,2735361.2,5623.09,7.585714286,17.79,2851.85,80.28,52,16,33,5.6
Tapioca,2012,Kharif     ,Meghalaya,4983.0,29749,751436.4,1544.73,6.795714286,17.79,2851.85,80.28,52,16,33,5.6
Turmeric,2012,Whole Year ,Meghalaya,2208.0,12831,332966.4,684.48,5.747142857,17.79,2851.85,80.28,52,16,33,5.6
Banana,2013,Whole Year ,Andhra Pradesh,60626.0,1888161,8759850.74,16369.02,31.62769231,27.45,1279.53,72.34,78,45,22,6.8
Coconut ,2013,Whole Year ,Andhra Pradesh,99066.0,1610007000,14314046.34,26747.82,13712.57308,27.45,1279.53,72.34,78,45,22,6.8
Ginger,2013,Kharif     ,Andhra Pradesh,358.0,1369,51727.42,96.66,5.35,27.45,1279.53,72.34,78,45,22,6.8
Maize,2013,Rabi       ,Andhra Pradesh,242269.0,1805828,35005447.81,65412.63,7.458461538,27.45,1279.53,72.34,78,45,22,6.8
Mesta,2013,Kharif     ,Andhra Pradesh,9112.0,83557,1316592.88,2460.24,9.203333333,27.45,1279.53,72.34,78,45,22,6.8
Mesta,2013,Rabi       ,Andhra Pradesh,52.0,472,7513.48,14.04,9.08,27.45,1279.53,72.34,78,45,22,6.8
Onion,2013,Kharif     ,Andhra Pradesh,20959.0,394680,3028365.91,5658.93,18.40181818,27.45,1279.53,72.34,78,45,22,6.8
Onion,2013,Rabi       ,Andhra Pradesh,5326.0,117905,769553.74,1438.02,19.63545455,27.45,1279.53,72.34,78,45,22,6.8
Potato,2013,Kharif     ,Andhra Pradesh,385.0,6710,55628.65,103.95,16.03,27.45,1279.53,72.34,78,45,22,6.8
Potato,2013,Rabi       ,Andhra Pradesh,1073.0,18530,155037.77,289.71,15.024,27.45,1279.53,72.34,78,45,22,6.8
Sugarcane,2013,Whole Year ,Andhra Pradesh,152847.0,12008047,22084863.03,41268.69,84.42615385,27.45,1279.53,72.34,78,45,22,6.8
Sweet potato,2013,Kharif     ,Andhra Pradesh,170.0,1660,24563.3,45.9,9.261666667,27.45,1279.53,72.34,78,45,22,6.8
Sweet potato,2013,Rabi       ,Andhra Pradesh,616.0,6049,89005.84,166.32,9.127777778,27.45,1279.53,72.34,78,45,22,6.8
Tapioca,2013,Kharif     ,Andhra Pradesh,10588.0,194968,1529860.12,2858.76,18.4125,27.45,1279.53,72.34,78,45,22,6.8
Tapioca,2013,Rabi       ,Andhra Pradesh,20.0,368,2889.8,5.4,18.4,27.45,1279.53,72.34,78,45,22,6.8
Tobacco,2013,Kharif     ,Andhra Pradesh,22309.0,164772,3223427.41,6023.43,6.22,27.45,1279.53,72.34,78,45,22,6.8
other oilseeds,2013,Kharif     ,Andhra Pradesh,106548.0,1263934,15395120.52,28767.96,11.70230769,27.45,1279.53,72.34,78,45,22,6.8
Banana,2013,Whole Year ,Assam,50806.0,857720,7340958.94,13717.62,16.40037037,23.2,1838.45,75.92,60,18,38,5.8
Coconut ,2013,Whole Year ,Assam,21141.0,146808000,3054663.09,5708.07,6475.464074,23.2,1838.45,75.92,60,18,38,5.8
Ginger,2013,Whole Year ,Assam,15683.0,122307,2266036.67,4234.41,7.903333333,23.2,1838.45,75.92,60,18,38,5.8
Jute,2013,Kharif     ,Assam,69822.0,717261,10088580.78,18851.94,9.991111111,23.2,1838.45,75.92,60,18,38,5.8
Mesta,2013,Kharif     ,Assam,4444.0,29293,642113.56,1199.88,5.858148148,23.2,1838.45,75.92,60,18,38,5.8
Potato,2013,Whole Year ,Assam,97956.0,700144,14153662.44,26448.12,7.258148148,23.2,1838.45,75.92,60,18,38,5.8
Sugarcane,2013,Whole Year ,Assam,29083.0,1075171,4202202.67,7852.41,36.24925926,23.2,1838.45,75.92,60,18,38,5.8
Sweet potato,2013,Whole Year ,Assam,6046.0,30513,873586.54,1632.42,5.091481481,23.2,1838.45,75.92,60,18,38,5.8
Tapioca,2013,Whole Year ,Assam,3128.0,27642,451964.72,844.56,8.4792,23.2,1838.45,75.92,60,18,38,5.8
Banana,2013,Whole Year ,Goa,2324.0,26308,335794.76,627.48,11.315,27.31,2110.26,73.57,65,25,45,6.2
Coconut ,2013,Whole Year ,Goa,25750.0,128100000,3720617.5,6952.5,4972.855,27.31,2110.26,73.57,65,25,45,6.2
Sugarcane,2013,Whole Year ,Goa,872.0,47669,125995.28,235.44,48.06,27.31,2110.26,73.57,65,25,45,6.2
Arecanut,2013,Whole Year ,Karnataka,218007.0,2428335,31499831.43,58861.89,10.93,23.6,878.57,68.73,72,42,25,6.9
Coconut ,2013,Whole Year ,Karnataka,430774.0,3417792000,62242535.26,116308.98,8039.727,23.6,878.57,68.73,72,42,25,6.9
Ginger,2013,Whole Year ,Karnataka,18957.0,524048,2739096.93,5118.39,27.30210526,23.6,878.57,68.73,72,42,25,6.9
Onion,2013,Kharif     ,Karnataka,112723.0,745697,16287346.27,30435.21,6.9688,23.6,878.57,68.73,72,42,25,6.9
Onion,2013,Rabi       ,Karnataka,19940.0,140107,2881130.6,5383.8,7.312608696,23.6,878.57,68.73,72,42,25,6.9
Onion,2013,Summer     ,Karnataka,5914.0,46434,854513.86,1596.78,8.033333333,23.6,878.57,68.73,72,42,25,6.9
Potato,2013,Kharif     ,Karnataka,29813.0,196133,4307680.37,8049.51,7.544117647,23.6,878.57,68.73,72,42,25,6.9
Potato,2013,Rabi       ,Karnataka,7354.0,111892,1062579.46,1985.58,15.11727273,23.6,878.57,68.73,72,42,25,6.9
Potato,2013,Summer     ,Karnataka,582.0,8176,84093.18,157.14,14.03416667,23.6,878.57,68.73,72,42,25,6.9
Sugarcane,2013,Whole Year ,Karnataka,420022.0,38042382,60688978.78,113405.94,87.8824,23.6,878.57,68.73,72,42,25,6.9
Sweet potato,2013,Whole Year ,Karnataka,3125.0,45861,451531.25,843.75,13.866,23.6,878.57,68.73,72,42,25,6.9
