crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH,fertilizer_per_ha,pesticide_per_ha,NPK_total,N_to_P_ratio,N_to_K_ratio,P_to_K_ratio,NPK_balance_score,temp_rainfall_interaction,temp_humidity_interaction,moisture_index,growing_degree_days,rainfall_category,pH_optimal,pH_category,soil_fertility_score,fertilizer_rainfall_ratio,pesticide_efficiency,input_intensity,yield_lag1,yield_ma2,yield_change,years_since_start
Wheat,2003,Rabi       ,Delhi,18973.0,82893,1877947.54,4553.52,4.37,25.09,1026.54,48.93,90,40,30,7.5,98.97478338779382,0.23998735111204808,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,25755.8886,1227.6537,502.286022,15.09,High,1,Neutral,0.7666666666666666,0.09632207348404327,1.2648221308740807e-05,0.571377212832433,4.01,4.1899999999999995,0.3600000000000003,6
Wheat,2004,Rabi       ,Delhi,18695.0,80800,2025416.3,3925.95,4.32,26.07,628.29,43.62,90,40,30,7.5,108.3342051775781,0.2099887676508344,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,16379.5203,1137.1734,274.060098,16.07,Medium,1,Neutral,0.7666666666666666,0.17215306961429247,1.1231748376702739e-05,0.5560762816881581,4.37,4.345000000000001,-0.04999999999999982,7
Wheat,2005,Rabi       ,Delhi,18279.0,79404,2192017.68,3838.59,4.34,25.46,718.47,45.33,90,40,30,7.5,119.9134398249453,0.20998851203501095,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,18292.2462,1154.1018,325.682451,15.46,Medium,1,Neutral,0.7666666666666666,0.16666913120066895,1.1487336544584844e-05,0.5859795495297456,4.32,4.33,0.019999999999999574,8
Wheat,2006,Rabi       ,Delhi,17884.0,77885,2283965.64,3934.48,4.36,26.36,651.79,43.48,90,40,30,7.5,127.70285937936819,0.21998769918926475,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,17181.1844,1146.1327999999999,283.39829199999997,16.36,Medium,1,Neutral,0.7666666666666666,0.19562624945138282,1.2300122962776894e-05,0.6192527072752181,4.34,4.35,0.020000000000000462,9
Wheat,2007,Rabi       ,Delhi,17482.0,76222,2332098.8,2797.12,4.36,25.73,810.14,45.85,90,40,30,7.5,133.39236973059542,0.15999084825258822,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,20844.9022,1179.7205000000001,371.44919000000004,15.73,Medium,1,Neutral,0.7666666666666666,0.16445048910249208,9.151223946267129e-06,0.5550027481024832,4.36,4.36,0.0,10
Wheat,2008,Rabi       ,Delhi,18430.0,80355,2636227.2,1658.7,4.36,24.98,925.07,50.12,90,40,30,7.5,143.03223916228094,0.0899951169225761,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,23108.248600000003,1251.9976,463.645084,14.98,Medium,1,Neutral,0.7666666666666666,0.15445078575300025,4.882812485626179e-06,0.4877982470417242,4.36,4.36,0.0,11
Wheat,2009,Rabi       ,Delhi,21309.0,92480,3320368.38,3622.53,4.34,26.2,698.05,43.39,90,40,30,7.5,155.8126879399343,0.16999202252463633,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,18288.91,1136.818,302.883895,16.2,Medium,1,Neutral,0.7666666666666666,0.22289205055422975,7.977101010072094e-06,0.6260631077551202,4.36,4.35,-0.020000000000000462,12
Wheat,2010,Rabi       ,Delhi,20135.0,87385,3344624.85,4832.4,4.34,25.88,1021.53,50.14,90,40,30,7.5,166.10175059594755,0.23998808104886768,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,26437.196399999997,1297.6232,512.195142,15.879999999999999,High,1,Neutral,0.7666666666666666,0.1624419338268291,1.1918359209816631e-05,0.7447349035095383,4.34,4.34,0.0,13
Wheat,2011,Rabi       ,Delhi,18927.0,82142,3170651.04,6245.91,4.34,24.75,806.99,53.72,90,40,30,7.5,167.51114961961116,0.32998256551141164,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,19973.0025,1329.57,433.51502800000003,14.75,Medium,1,Neutral,0.7666666666666666,0.20731834505329416,1.7433567493206446e-05,0.8667885120554131,4.34,4.34,0.0,14
Wheat,2012,Rabi       ,Delhi,19450.0,84802,2933060.0,6029.5,4.36,25.2,672.75,43.27,90,40,30,7.5,150.7922471852347,0.30998406251606603,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,16953.3,1090.404,291.098925,15.2,Medium,1,Neutral,0.7666666666666666,0.22381038543263032,1.59366645682004e-05,0.7972977909871808,4.34,4.35,0.020000000000000462,15
Wheat,2013,Rabi       ,Delhi,19450.0,86498,2810330.5,5251.5,4.45,24.34,1166.19,53.91,90,40,30,7.5,144.4825715901496,0.26998611896560587,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,28385.0646,1312.1694,628.693029,14.34,High,1,Neutral,0.7666666666666666,0.12378667705356419,1.3880320752948737e-05,0.7283740495617601,4.36,4.405,0.08999999999999986,16
Wheat,2014,Rabi       ,Delhi,19360.0,85558,2922585.6,6388.8,4.42,25.44,589.95,42.63,90,40,30,7.5,150.95220288208253,0.3299829554258561,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,15008.328000000001,1084.5072,251.49568500000004,15.440000000000001,Medium,1,Neutral,0.7666666666666666,0.255439889808076,1.7043693787813443e-05,0.8240252152353342,4.45,4.4350000000000005,-0.03000000000000025,17
Wheat,2015,Rabi       ,Delhi,19050.0,83419,3008185.5,6286.5,4.38,25.34,771.59,44.69,90,40,30,7.5,157.90171119626265,0.32998267807464177,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,19552.0906,1132.4446,344.823571,15.34,Medium,1,Neutral,0.7666666666666666,0.20437969841217546,1.732101611855765e-05,0.8419720939809026,4.42,4.4,-0.040000000000000036,18
Wheat,2016,Rabi       ,Delhi,19622.0,87182,3007071.5,6867.7,4.44,26.27,677.81,39.78,90,40,30,7.5,153.24219028690823,0.34998216378739233,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,17806.0687,1045.0206,269.632818,16.27,Medium,1,Neutral,0.7666666666666666,0.22575122683358853,1.783530366342518e-05,0.8562539038756212,4.38,4.41,0.0600000000000005,19
Wheat,2017,Rabi       ,Delhi,19671.0,83419,3097002.24,7474.98,4.24,25.82,672.17,42.58,90,40,30,7.5,157.43199674664498,0.3799806832045547,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,17355.4294,1099.4156,286.20998599999996,15.82,Medium,1,Neutral,0.7666666666666666,0.2338666261815663,1.9315813501654875e-05,0.9065459026567898,4.44,4.34,-0.20000000000000018,20
Wheat,2018,Rabi       ,Delhi,19220.0,82876,3117484.0,6727.0,4.31,25.45,846.08,47.0,90,40,30,7.5,162.19156131314708,0.34998179074970087,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,21532.736,1196.1499999999999,397.6576,15.45,Medium,1,Neutral,0.7666666666666666,0.19147136198841558,1.820830293687638e-05,0.8793653420165097,4.24,4.275,0.0699999999999994,21
Wheat,2019,Rabi       ,Delhi,19228.0,82905,3302601.28,7114.36,4.31,25.47,618.71,49.1,90,40,30,7.5,171.75106765822454,0.3699807582297571,160,2.2443890274314215,2.990033222591362,1.3289036544850499,40.0,15758.5437,1250.577,303.78661000000005,15.469999999999999,Medium,1,Neutral,0.7666666666666666,0.2771474845624962,1.9240769578748616e-05,0.930367391206494,4.31,4.31,0.0,22
Arecanut,1998,Whole Year ,Goa,1500.0,1820,148200.0,435.0,1.21,27.35,2059.15,74.64,65,25,45,6.2,98.73417721518987,0.28980679546968685,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,56317.7525,2041.4040000000002,1536.94956,17.35,Very High,1,Slightly_Acidic,0.69375,0.04792572250330795,0.0001930758131043883,0.6363077497897355,1.03,1.21,0.0,1
Arecanut,1999,Whole Year ,Goa,1550.0,1880,164501.5,418.5,1.21,27.09,1980.88,73.77,65,25,45,6.2,106.06157317859446,0.269825918762089,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,53662.0392,1998.4292999999998,1461.2951759999999,17.09,Very High,1,Slightly_Acidic,0.69375,0.05351563827204193,0.000173968999846608,0.628940265911698,1.21,1.21,0.0,2
Arecanut,2000,Whole Year ,Goa,1600.0,2500,157072.0,416.0,1.56,26.95,1919.04,74.29,65,25,45,6.2,98.10868207370393,0.2598376014990631,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,51718.128,2002.1155,1425.654816,16.95,Very High,1,Slightly_Acidic,0.69375,0.05109720738823354,0.00016229706527112,0.5952592421201062,1.21,1.385,0.3500000000000001,3
Arecanut,2001,Whole Year ,Goa,1600.0,2500,163408.0,416.0,1.56,27.24,1335.38,72.83,65,25,45,6.2,102.06620861961274,0.2598376014990631,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,36375.7512,1983.8891999999998,972.5572540000001,17.24,High,1,Slightly_Acidic,0.69375,0.07637513927147423,0.00016229706527112,0.6054796332735586,1.56,1.56,0.0,4
Arecanut,2002,Whole Year ,Goa,1600.0,2500,151472.0,400.0,1.56,27.57,1481.74,72.96,65,25,45,6.2,94.61086820737039,0.24984384759525297,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,40851.5718,2011.5071999999998,1081.0775039999999,17.57,High,1,Slightly_Acidic,0.69375,0.06380813103266277,0.00015605487045299997,0.5730763905833407,1.56,1.56,0.0,5
Arecanut,2003,Whole Year ,Goa,1600.0,2650,158368.0,384.0,1.66,27.88,1413.96,71.8,65,25,45,6.2,98.91817613991256,0.23985009369144286,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,39421.2048,2001.7839999999999,1015.2232799999999,17.88,High,1,Slightly_Acidic,0.69375,0.0699088144823264,0.00014981267563488,0.5710504215992177,1.56,1.6099999999999999,0.09999999999999987,6
Arecanut,2013,Whole Year ,Goa,1740.0,2895,251412.6,469.8,1.64,27.31,2110.26,73.57,65,25,45,6.2,144.407007466973,0.26984491671453187,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57631.200600000004,2009.1966999999997,1552.518282,17.31,Very High,1,Slightly_Acidic,0.69375,0.06839849543257248,0.00015499420833689368,0.7279931112534647,1.66,1.65,-0.020000000000000018,16
Arecanut,2014,Whole Year ,Goa,1750.0,2895,264180.0,577.5,1.645,27.59,2194.71,72.99,65,25,45,6.2,150.873786407767,0.32981153626499143,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,60552.0489,2013.7940999999998,1601.918829,17.59,Very High,1,Slightly_Acidic,0.69375,0.0687129841407868,0.0001883561029497381,0.8235971515774866,1.64,1.6425,0.0050000000000001155,17
Arecanut,2015,Whole Year ,Goa,1783.0,2960,281553.53,588.39,1.665,27.72,1993.22,72.98,65,25,45,6.2,157.821485426009,0.32981502242152466,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,55252.0584,2023.0056,1454.6519560000002,17.72,Very High,1,Slightly_Acidic,0.69375,0.07913945574009336,0.000184873891491886,0.8415443097646331,1.645,1.655,0.020000000000000018,18
Arecanut,2016,Whole Year ,Goa,1810.0,3101,277382.5,633.5,1.725,27.35,2582.83,73.0,65,25,45,6.2,153.16537824406404,0.3498067366096079,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,70640.4005,1996.5500000000002,1885.4659,17.35,Very High,1,Slightly_Acidic,0.69375,0.05927842708075378,0.00019315667399757478,0.8558247099870004,1.665,1.695,0.06000000000000005,19
Arecanut,2017,Whole Year ,Goa,1836.0,3299,289059.84,697.68,1.92,27.48,1982.62,74.01,65,25,45,6.2,157.35429504627112,0.37979314099074574,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,54482.3976,2033.7948000000001,1467.337062,17.48,Very High,1,Slightly_Acidic,0.69375,0.07932683429601997,0.00020674640228129872,0.9060984703713646,1.725,1.8225,0.19499999999999984,20
Arecanut,2018,Whole Year ,Goa,1836.0,3296,297799.2,642.6,1.895,27.57,2090.67,71.99,65,25,45,6.2,162.11170386499728,0.3498094719651606,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57639.7719,1984.7642999999998,1505.073333,17.57,Very High,1,Slightly_Acidic,0.69375,0.07750347992991116,0.0001904243178906699,0.8789323732995415,1.92,1.9075,-0.02499999999999991,21
Arecanut,2019,Whole Year ,Goa,1971.0,3704,338538.96,729.27,1.965,27.55,3627.84,74.47,65,25,45,6.2,171.67290060851929,0.36981237322515215,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,99946.99200000001,2051.6485000000002,2701.652448,17.55,Very High,1,Slightly_Acidic,0.69375,0.04730792776989872,0.00018753162942451935,0.9299439640039493,1.895,1.9300000000000002,0.07000000000000006,22
Banana,1998,Whole Year ,Goa,1900.0,14400,187720.0,551.0,7.58,27.35,2059.15,74.64,65,25,45,6.2,98.7480273540242,0.2898474487112046,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,56317.7525,2041.4040000000002,1536.94956,17.35,Very High,1,Slightly_Acidic,0.69375,0.04793244538214411,0.00015247104087911866,0.6363970091619662,1.03,7.58,0.0,1
Banana,1999,Whole Year ,Goa,1950.0,14500,206953.5,526.5,7.44,27.09,1980.88,73.77,65,25,45,6.2,106.07560225525371,0.26986160943106097,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,53662.0392,1998.4292999999998,1461.2951759999999,17.09,Very High,1,Slightly_Acidic,0.69375,0.053522716943131626,0.00013831963579244539,0.6290234576930391,7.58,7.51,-0.13999999999999968,2
Banana,2000,Whole Year ,Goa,2000.0,14745,196340.0,520.0,7.37,26.95,1919.04,74.29,65,25,45,6.2,98.12093953023488,0.25987006496751625,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,51718.128,2002.1155,1425.654816,16.95,Very High,1,Slightly_Acidic,0.69375,0.0511035913471776,0.00012987009743504061,0.595333612340261,7.44,7.405,-0.07000000000000028,3
Banana,2001,Whole Year ,Goa,2100.0,15482,214473.0,546.0,7.37,27.24,1335.38,72.83,65,25,45,6.2,102.0813898143741,0.2598762494050452,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,36375.7512,1983.8891999999998,972.5572540000001,17.24,High,1,Slightly_Acidic,0.69375,0.07638649921008553,0.00012369169414804627,0.605569691524581,7.37,7.37,0.0,4
Banana,2002,Whole Year ,Goa,2116.0,15743,200321.72,529.0,7.44,27.57,1481.74,72.96,65,25,45,6.2,94.62528105810108,0.24988190836088806,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,40851.5718,2011.5071999999998,1081.0775039999999,17.57,High,1,Slightly_Acidic,0.69375,0.06381785144941195,0.00011803585657103829,0.5731636920174282,7.37,7.405,0.07000000000000028,5
Banana,2003,Whole Year ,Goa,2179.0,16900,215677.42,522.96,7.76,27.88,1413.96,71.8,65,25,45,6.2,98.93459633027524,0.23988990825688075,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,39421.2048,2001.7839999999999,1015.2232799999999,17.88,High,1,Slightly_Acidic,0.69375,0.06992041918518915,0.00011004124231967007,0.5711452146594544,7.44,7.6,0.3199999999999994,6
Banana,2013,Whole Year ,Goa,2324.0,26308,335794.76,627.48,11.315,27.31,2110.26,73.57,65,25,45,6.2,144.42785376344085,0.26988387096774197,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57631.200600000004,2009.1966999999997,1552.518282,17.31,Very High,1,Slightly_Acidic,0.69375,0.06840836929768992,0.00011607908428720085,0.7280982028310131,7.76,9.5375,3.5549999999999997,16
Banana,2014,Whole Year ,Goa,2380.0,26882,359284.8,785.4,11.29,27.59,2194.71,72.99,65,25,45,6.2,150.89659806803863,0.32986140277194453,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,60552.0489,2013.7940999999998,1601.918829,17.59,Very High,1,Slightly_Acidic,0.69375,0.06872337333620497,0.00013853901838384902,0.8237216769762971,11.315,11.302499999999998,-0.025000000000000355,17
Banana,2015,Whole Year ,Goa,2414.0,27302,381194.74,796.62,11.315,27.72,1993.22,72.98,65,25,45,6.2,157.84461283643893,0.3298633540372671,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,55252.0584,2023.0056,1454.6519560000002,17.72,Very High,1,Slightly_Acidic,0.69375,0.07915105296127756,0.0001365893805537338,0.8416676310006129,11.29,11.302499999999998,0.025000000000000355,18
Banana,2016,Whole Year ,Goa,2435.0,26908,373163.75,852.25,11.1,27.35,2582.83,73.0,65,25,45,6.2,153.1870894909688,0.34985632183908044,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,70640.4005,1996.5500000000002,1885.4659,17.35,Very High,1,Slightly_Acidic,0.69375,0.059286829818900155,0.00014361917973689672,0.8559460234443805,11.315,11.2075,-0.21499999999999986,19
Banana,2017,Whole Year ,Goa,2428.0,26975,382264.32,922.64,11.115,27.48,1982.62,74.01,65,25,45,6.2,157.3751832029642,0.3798435570193495,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,54482.3976,2033.7948000000001,1467.337062,17.48,Very High,1,Slightly_Acidic,0.69375,0.07933736461770108,0.00015637857431838185,0.9062187513387376,11.1,11.1075,0.015000000000000568,20
Banana,2018,Whole Year ,Goa,2411.0,26979,391064.2,843.85,11.18,27.57,2090.67,71.99,65,25,45,6.2,162.1327529021559,0.3498548922056385,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57639.7719,1984.7642999999998,1505.073333,17.57,Very High,1,Slightly_Acidic,0.69375,0.07751354319857141,0.00014504763358442723,0.8790464963378195,11.115,11.1475,0.0649999999999995,21
Banana,2019,Whole Year ,Goa,2460.0,30898,422529.6,910.2,13.095,27.55,3627.84,74.47,65,25,45,6.2,171.69020723283217,0.36984965461194635,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,99946.99200000001,2051.6485000000002,2701.652448,17.55,Very High,1,Slightly_Acidic,0.69375,0.047312696959037094,0.00015028429687604484,0.9300377131673876,11.18,12.1375,1.915000000000001,22
Black pepper,1998,Whole Year ,Goa,250.0,70,24700.0,72.5,0.28,27.35,2059.15,74.64,65,25,45,6.2,98.40637450199203,0.28884462151394424,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,56317.7525,2041.4040000000002,1536.94956,17.35,Very High,1,Slightly_Acidic,0.69375,0.047766606558741855,0.0011507753845177062,0.6341951742592251,1.03,0.28,0.0,1
Black pepper,1999,Whole Year ,Goa,275.0,120,29185.75,74.25,0.44,27.09,1980.88,73.77,65,25,45,6.2,105.74547101449275,0.26902173913043476,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,53662.0392,1998.4292999999998,1461.2951759999999,17.09,Very High,1,Slightly_Acidic,0.69375,0.05335614215517223,0.0009747164461247636,0.6270657945721996,0.28,0.36,0.15999999999999998,2
Black pepper,2000,Whole Year ,Goa,480.0,100,47121.6,124.8,0.21,26.95,1919.04,74.29,65,25,45,6.2,97.96590436590436,0.2594594594594595,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,51718.128,2002.1155,1425.654816,16.95,Very High,1,Slightly_Acidic,0.69375,0.051022845547959605,0.0005394167556329719,0.5943929604787672,0.44,0.325,-0.23,3
Black pepper,2001,Whole Year ,Goa,573.0,100,58520.49,148.98,0.17,27.24,1335.38,72.83,65,25,45,6.2,101.95207317073171,0.2595470383275261,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,36375.7512,1983.8891999999998,972.5572540000001,17.24,High,1,Slightly_Acidic,0.69375,0.07628973283851277,0.0004521725406402894,0.6048025562010717,0.21,0.19,-0.03999999999999998,4
Black pepper,2002,Whole Year ,Goa,583.0,103,55192.61,145.75,0.18,27.57,1481.74,72.96,65,25,45,6.2,94.50789383561644,0.2495719178082192,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,40851.5718,2011.5071999999998,1081.0775039999999,17.57,High,1,Slightly_Acidic,0.69375,0.06373868232840312,0.0004273491743291425,0.572452654828607,0.17,0.175,0.009999999999999981,5
Black pepper,2003,Whole Year ,Goa,589.0,103,58299.22,141.36,0.17,27.88,1413.96,71.8,65,25,45,6.2,98.81223728813559,0.2395932203389831,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,39421.2048,2001.7839999999999,1015.2232799999999,17.88,High,1,Slightly_Acidic,0.69375,0.06983394391935856,0.0004060902039643781,0.570438841115916,0.18,0.175,-0.009999999999999981,6
Black pepper,2004,Whole Year ,Goa,589.0,98,63812.26,123.69,0.165,27.38,1568.21,73.16,65,25,45,6.2,108.15637288135594,0.20964406779661016,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,42937.5898,2003.1208,1147.302436,17.38,Very High,1,Slightly_Acidic,0.69375,0.06892409102755905,0.00035532892846883076,0.5551634737538109,0.17,0.1675,-0.0050000000000000044,7
Black pepper,2005,Whole Year ,Goa,626.0,137,75069.92,131.46,0.22,27.19,2305.82,73.96,65,25,45,6.2,119.72874003189793,0.20966507177033494,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,62695.245800000004,2010.9723999999999,1705.384472,17.19,Very High,1,Slightly_Acidic,0.69375,0.051902072997415456,0.0003343940538601833,0.5850769792950319,0.165,0.1925,0.05499999999999999,8
Black pepper,2006,Whole Year ,Goa,648.0,169,82756.08,142.56,0.26,27.19,2227.9,74.83,65,25,45,6.2,127.51322033898305,0.21966101694915255,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,60576.601,2034.6277,1667.13757,17.19,Very High,1,Slightly_Acidic,0.69375,0.05720903599936428,0.00033846073489854014,0.6183331155782561,0.22,0.24,0.04000000000000001,9
Black pepper,2007,Whole Year ,Goa,666.0,208,88844.4,106.56,0.31,27.27,2690.89,75.0,65,25,45,6.2,133.2,0.15976011994002998,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,73380.57029999999,2045.25,2018.1675,17.27,Very High,1,Slightly_Acidic,0.69375,0.049481962487323033,0.00023952041970019486,0.5542023595244272,0.26,0.28500000000000003,0.04999999999999999,10
Black pepper,2013,Whole Year ,Goa,737.0,234,106489.13,198.99,0.315,27.31,2110.26,73.57,65,25,45,6.2,144.29421409214092,0.26963414634146343,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57631.200600000004,2009.1966999999997,1552.518282,17.31,Very High,1,Slightly_Acidic,0.69375,0.0683450707597079,0.00036535792187190164,0.7274244906490139,0.31,0.3125,0.0050000000000000044,16
Black pepper,2014,Whole Year ,Goa,764.0,244,115333.44,252.12,0.32,27.59,2194.71,72.99,65,25,45,6.2,150.76266666666666,0.3295686274509804,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,60552.0489,2013.7940999999998,1601.918829,17.59,Very High,1,Slightly_Acidic,0.69375,0.06866237648262596,0.0004308086633346149,0.8229905657388645,0.315,0.3175,0.0050000000000000044,17
Black pepper,2015,Whole Year ,Goa,783.0,258,123643.53,258.39,0.325,27.72,1993.22,72.98,65,25,45,6.2,157.70858418367348,0.32957908163265304,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,55252.0584,2023.0056,1454.6519560000002,17.72,Very High,1,Slightly_Acidic,0.69375,0.07908284150378267,0.00042038148167430233,0.8409422916186478,0.32,0.3225,0.0050000000000000044,18
Black pepper,2016,Whole Year ,Goa,777.0,282,119075.25,271.95,0.365,27.35,2582.83,73.0,65,25,45,6.2,153.05302056555269,0.34955012853470435,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,70640.4005,1996.5500000000002,1885.4659,17.35,Very High,1,Slightly_Acidic,0.69375,0.05923494214617552,0.00044929322433766625,0.8551969018052221,0.325,0.345,0.03999999999999998,19
Black pepper,2017,Whole Year ,Goa,794.0,324,125007.36,301.72,0.41,27.48,1982.62,74.01,65,25,45,6.2,157.24196226415094,0.3795220125786164,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,54482.3976,2033.7948000000001,1467.337062,17.48,Very High,1,Slightly_Acidic,0.69375,0.07927020410368465,0.00047738617934417157,0.9054516207761776,0.365,0.38749999999999996,0.044999999999999984,20
Black pepper,2018,Whole Year ,Goa,849.0,346,137707.8,297.15,0.405,27.57,2090.67,71.99,65,25,45,6.2,162.00917647058822,0.34958823529411764,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,57639.7719,1984.7642999999998,1505.073333,17.57,Very High,1,Slightly_Acidic,0.69375,0.07745446292703352,0.000411280276816609,0.8783764933479545,0.41,0.4075,-0.004999999999999949,21
Black pepper,2019,Whole Year ,Goa,843.0,315,144793.68,311.91,0.37,27.55,3627.84,74.47,65,25,45,6.2,171.55649289099526,0.36956161137440763,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,99946.99200000001,2051.6485000000002,2701.652448,17.55,Very High,1,Slightly_Acidic,0.69375,0.04727584927717818,0.0004378692077895825,0.9293133889167269,0.405,0.3875,-0.03500000000000003,22
Cashewnut,1998,Whole Year ,Goa,52875.0,15000,5224050.0,15333.75,0.28,27.35,2059.15,74.64,65,25,45,6.2,98.79813147741886,0.2899945154701566,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,56317.7525,2041.4040000000002,1536.94956,17.35,Very High,1,Slightly_Acidic,0.69375,0.04795676600122266,5.484426119036171e-06,0.6367199129720923,1.03,0.28,0.0,1
Cashewnut,1999,Whole Year ,Goa,53292.0,17274,5655879.96,14388.84,0.32,27.09,1980.88,73.77,65,25,45,6.2,106.12800855647083,0.26999493366858685,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,53662.0392,1998.4292999999998,1461.2951759999999,17.09,Very High,1,Slightly_Acidic,0.69375,0.053549159664798486,5.066236347523818e-06,0.6293342246563713,0.28,0.30000000000000004,0.03999999999999998,2
Cashewnut,2000,Whole Year ,Goa,53767.0,21335,5278306.39,13979.42,0.4,26.95,1919.04,74.29,65,25,45,6.2,98.16817419282845,0.25999516441005804,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,51718.128,2002.1155,1425.654816,16.95,Very High,1,Slightly_Acidic,0.69375,0.05112819222142687,4.835500007626433e-06,0.5956202013440368,0.32,0.36,0.08000000000000002,3
Cashewnut,2001,Whole Year ,Goa,54060.0,22976,5521147.8,14055.6,0.43,27.24,1335.38,72.83,65,25,45,6.2,102.12811083775735,0.2599951906180056,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,36375.7512,1983.8891999999998,972.5572540000001,17.24,High,1,Slightly_Acidic,0.69375,0.07642146009200777,4.809293032278455e-06,0.6058468511103718,0.4,0.41500000000000004,0.02999999999999997,4
Cashewnut,2002,Whole Year ,Goa,54373.0,23109,5147491.91,13593.25,0.43,27.57,1481.74,72.96,65,25,45,6.2,94.6682589105087,0.2499954022142936,135,2.589641434262948,1.441241685144124,0.5543237250554324,4.9999999999999964,40851.5718,2011.5071999999998,1081.0775039999999,17.57,High,1,Slightly_Acidic,0.69375,0.06384683687666665,4.5977011478701875e-06,0.5734240172105001,0.43,0.43,0.0,5
